"productcategory","productname","productimageurl"
"[""Erkek"",""Chino Pantolon""]","Esnek Kumaş Super Slim Gabardin Chino Pantolon","http://static.lcwaikiki.com/ProductImages/20171/1/2606125/M_20171-7Y0198Z8-KTX_A.jpg"
"[""Kız Bebek"",""Aksesuar""]","Kız Bebek Saç Bandı","https://akcdn1.lcwaikiki.com/ProductImages/20181/5/3108952/V1/M_20181-8S7340Z1-JPX_A.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Dantel Detaylı Şortlu Tulum","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3109173/M_20181-8S7369Z8-355_A.jpg"
"[""Kız Çocuk"",""Sweatshirt""]","Etek Ucu Pileli Sweatshirt","https://akstatic.lcwaikiki.com/ProductImages/20172/4/2870834/V2/M_20172-7K5980Z4-J0S_A.jpg"
"[""Kadın"",""Sweatshirt""]","Sweatshirt","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/2752362/M_20172-7K2120Z8-CS6_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Omuzları Kuş Gözü Detaylı Kazak","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3143487/V1/M_20181-8SH627Z8-CVL_5.jpg"
"[""Kadın"",""Pantolon""]","Slim Pantolon","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/2981246/M_20181-8S0806Z8-KSM_A.jpg"
"[""Kadın"",""Elbise""]","Desenli Beli Lastik Detaylı Elbise","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3130997/M_20181-8SG293Z8-LQJ_Z.jpg"
"[""Erkek"",""Hırka ve Kazak""]","Kalın Hırka","https://akcdn1.lcwaikiki.com/ProductImages/20172/1/2744030/M_20172-7K1157Z8-HG0_A.jpg"
"[""Kadın"",""Spor Giyim""]","Baskılı Spor Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3119013/V1/M_20181-8S8785Z8-CVL_5.jpg"
"[""Kadın"",""Etek""]","Diz Altı Düz Etek","https://akcdn1.lcwaikiki.com/ProductImages/20172/2/2924845/M_20172-7K8736Z8-354_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Balıkçı Yaka Kazak","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/2804450/M_20172-7K3886Z8-EEW_A.jpg"
"[""Banyo"",""Bornoz""]","Kadın Bornoz","https://akcdn1.lcwaikiki.com/ProductImages/20162/7/3008077/M_20162-7KI664Z8-J5E_A.jpg"
"[""Kız Bebek"",""Ayakkabı ve Terlik""]","Kız Bebek Cırtcırtlı Ayakkabı","https://akcdn3.lcwaikiki.com/ProductImages/20181/5/3046822/M_20181-8S3371Z1-J5E_A.jpg"
"[""Kadın"",""Spor Giyim""]","Spor Tayt","https://akcdn1.lcwaikiki.com/ProductImages/20172/2/3047588/V1/M_20172-7KK190Z8-CVL_A.jpg"
"[""Erkek Çocuk"",""Tişört ve Atlet""]","Çizgili Tişört","https://akstatic.lcwaikiki.com/ProductImages/20181/4/2992916/M_20181-8S0996Z4-030_A.jpg"
"[""Kadın"",""Elbise""]","Yakası Çiçek Nakışlı Balıkçı Yaka Elbise","https://akcdn1.lcwaikiki.com/ProductImages/20172/2/3080695/M_20172-7KA141Z8-670_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Çiçek Nakışlı Kadife Gömlek","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/2888111/M_20172-7K6609Z8-KFW_A.jpg"
"[""Kız Çocuk"",""Jean""]","İspanyol Paça Jean Pantolon","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/2925238/M_20181-8S0109Z4-311_A.jpg"
"[""Erkek Bebek"",""Aksesuar""]","Batman Kaydırmaz Tabanlı Soket Çorap 2'li","https://akcdn2.lcwaikiki.com/ProductImages/20172/5/2981274/M_20172-7KI025Z1-702_A.jpg"
"[""Erkek Çocuk"",""Tişört ve Atlet""]","Yazı Baskılı Spor Tişört","https://akstatic.lcwaikiki.com/ProductImages/20181/4/3034573/V3/M_20181-8S2898Z4-J2B_5.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Tüylü Kazak","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/3114486/M_20172-7KA909Z8-54W_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Kol Ucu Volanlı Tişört","http://static.lcwaikiki.com/ProductImages/20181/2/3010860/M_20181-8S1662Z8-CTH_A.jpg"
"[""Erkek"",""Ceket ve Yelek""]","Çift Taraflı Yelek","https://akstatic.lcwaikiki.com/ProductImages/20172/1/2746952/M_20172-7K1274Z8-J2M_5.jpg"
"[""Kadın"",""Ceket ve Yelek""]","Kolları Ve Yakası Pelüş Detaylı Jean Ceket","https://akcdn2.lcwaikiki.com/ProductImages/20172/2/3068210/M_20172-7KK969Z8-309_A.jpg"
"[""Erkek"",""Ayakkabı ve Terlik""]","Deri Görünümlü Bağcıklı Bot","https://akcdn3.lcwaikiki.com/ProductImages/20162/1/2528960/M_20162-6K1358Z8-4GZ_A.jpg"
"[""Kız Çocuk"",""Etek""]","Fırfırlı Etek","https://akcdn2.lcwaikiki.com/ProductImages/20181/4/2983817/M_20181-8S0879Z4-745_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Gömlek Yaka Tişört","https://akcdn2.lcwaikiki.com/ProductImages/20181/2/3152321/M_20181-8SI691Z8-HFH_A.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Dantel Detaylı Şortlu Tulum","https://akcdn3.lcwaikiki.com/ProductImages/20181/2/3109173/M_20181-8S7369Z8-373_A.jpg"
"[""Kız Bebek"",""Elbise""]","Kız Bebek Ekose Elbise","https://akcdn2.lcwaikiki.com/ProductImages/20181/5/3163781/M_20181-8SK144Z1-700_A.jpg"
"[""Kadın"",""Aksesuar""]","Desenli Saç Bandı","https://akcdn3.lcwaikiki.com/ProductImages/20172/2/3130582/M_20172-7KB640Z8-LQJ_A.jpg"
"[""Kız Çocuk"",""Elbise""]","Desenli Kolsuz Elbise","https://akcdn2.lcwaikiki.com/ProductImages/20181/4/2994286/M_20181-8S1054Z4-725_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Deri Görünümli Mont","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3113751/M_20181-8S8101Z8-CVL_A.jpg"
"[""Erkek Çocuk"",""Aksesuar""]","Desenli Bere","https://akcdn3.lcwaikiki.com/ProductImages/20181/4/3090132/M_20181-8S6000Z4-674_A.jpg"
"[""Kız Çocuk"",""Spor Giyim""]","Uzun Kadife Tayt","http://static.lcwaikiki.com/ProductImages/20172/4/2759471/M_20172-7K3169Z4-HEK_A.jpg"
"[""Kadın"",""Elbise""]","Cep Detaylı Elbise","https://akstatic.lcwaikiki.com/ProductImages/20172/2/3003520/M_20172-7KI522Z8-E0N_A.jpg"
"[""Kız Bebek"",""Hırka ve Kazak""]","Kız Bebek Pelüş Astarlı Triko Hırka","http://akcdn2.lcwaikiki.com/ProductImages/20172/5/2679871/M_20172-7K0038Z1-FVB_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Cep Detaylı Hırka","http://akcdn2.lcwaikiki.com/ProductImages/20172/2/3150718/M_20172-7KB949Z8-DDG_A.jpg"
"[""Erkek Bebek"",""Aksesuar""]","Erkek Bebek Baskılı Mama Önlüğü 2'li","http://akcdn2.lcwaikiki.com/ProductImages/20181/5/3050020/M_20181-8S4046Z1-FKP_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Parlak Görünümlü Yakası İnci Düğme Detaylı Bluz","http://akstatic.lcwaikiki.com/ProductImages/20181/2/3171582/M_20181-8SA178Z8-E6Z_A.jpg"
"[""Kız Çocuk"",""Etek""]","Dantel ve Fırfır Detaylı Etek","http://akstatic.lcwaikiki.com/ProductImages/20181/4/2925279/M_20181-8S0114Z4-311_A.jpg"
"[""Erkek"",""Kaban ve Mont""]","Kapüşonlu İnce Mont","http://akcdn3.lcwaikiki.com/ProductImages/20181/1/2937770/V2/M_20181-8S0355Z8-K0P_A.jpg"
"[""Yatak Odası"",""Yastık Kılıfı"",""Yatak Odası"",""Nevresim"",""Banyo"",""Havlu""]","[""Yastik Kilifi 2'li - 7KA761Z8"",""Nevresim Seti - 7KH305Z8"",""Havlu - 7KH964Z8"",""Havlu - 7KI572Z8""]","[""http://akstatic.lcwaikiki.com/ProductImages/20162/9/3113047/S_20162-7KA761Z8-676_A.jpg"",""https://akcdn1.lcwaikiki.com/ProductImages/20162/9/2956293/S_20162-7KH305Z8-681_A.jpg"",""http://static.lcwaikiki.com/ProductImages/20162/7/2980593/S_20162-7KH964Z8-J5E_A.jpg"",""https://akcdn1.lcwaikiki.com/ProductImages/20162/7/3005410/S_20162-7KI572Z8-J5E_A.jpg""]"
"[""Kadın"",""Pantolon""]","Gabardin Palazzo Pantolon","http://akcdn2.lcwaikiki.com/ProductImages/20181/2/3046879/M_20181-8S3381Z8-674_C.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Yakası İşleme Detaylı Bluz","http://static.lcwaikiki.com/ProductImages/20181/2/2955014/M_20181-8S0427Z8-K1U_A.jpg"
"[""Kadin"",""Kadin"",""Tunik""]","Tunik - 6KH591Z8","https://akcdn1.lcwaikiki.com/ProductImages/20162/2/2639118/M_20162-6KH591Z8-834_A.jpg"
"[""Kız Bebek"",""İç Giyim ve Pijama""]","Kız Bebek Çıtçıtlı Body 2'li","http://akcdn2.lcwaikiki.com/ProductImages/20172/5/2935643/M_20172-7KG503Z1-713_A.jpg"
"[""Kadın"",""Tunik""]","Tunik","http://akstatic.lcwaikiki.com/ProductImages/20172/2/2964482/V1/M_20172-7KH643Z8-DNJ_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Yazı Baskılı Tişört","http://akcdn2.lcwaikiki.com/ProductImages/20182/2/3171445/M_20182-8W1024Z8-D3W_5.jpg"
"[""Kadin"",""Kadin"",""Tunik""]","Tunik - 7KK249Z8","http://akcdn2.lcwaikiki.com/ProductImages/20172/2/3048159/M_20172-7KK249Z8-825_C.jpg"
"[""Bebek & Cocuk"",""Erkek"",""Battaniye""]","Battaniye - 7KH286Z4","http://akcdn2.lcwaikiki.com/ProductImages/20162/10/2955352/M_20162-7KH286Z4-E3C_A.jpg"
"[""Kadin"",""Kadin"",""Gomlek ve Bluz""]","Bluz - 8S1804Z8","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3013864/M_20181-8S1804Z8-760_C.jpg"
"[""Erkek Bebek"",""İç Giyim ve Pijama""]","Erkek Bebek Çıtçıtlı Body 2'li","http://akcdn3.lcwaikiki.com/ProductImages/20172/5/2935582/M_20172-7KG490Z1-CVL_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Kapüşonlu Parlak Görünümlü Yağmurluk","http://akstatic.lcwaikiki.com/ProductImages/20181/2/3015237/M_20181-8S2074Z8-AS4_A.jpg"
"[""Erkek Bebek"",""Eşofman""]","Erkek Bebek Eşofman Altı","http://akcdn2.lcwaikiki.com/ProductImages/20172/5/2697992/M_20172-7K0268Z1-GZ0_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Balon Kol Kazak","http://akcdn2.lcwaikiki.com/ProductImages/20172/2/3052492/M_20172-7KK570Z8-CVL_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Dantel Detaylı İnce Hırka","http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3054806/M_20181-8S4669Z8-E0N_Z.jpg"
"[""Erkek"",""Ayakkabı ve Terlik""]","Bağcıklı Günlük Süet Ayakkabı","http://akstatic.lcwaikiki.com/ProductImages/20181/1/3052406/V2/M_20181-8S4407Z8-CTL_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Etek Ucu ve Cepleri Püskül Detaylı Hırka","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3177755/M_20181-8SA956Z8-CVL_Z.jpg"
"[""Kadın"",""Hamile Giyim""]","Hamile Külot","http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3133422/M_20181-8SG590Z8-J5E_A.jpg"
"[""Kız Bebek"",""Eşofman""]","Minnie Mouse Baskılı Tayt","http://static.lcwaikiki.com/ProductImages/20181/5/3121559/M_20181-8S9117Z1-LT4_A.jpg"
"[""Yatak Odası"",""Battaniye""]","Çift Kişilik Battaniye","http://akstatic.lcwaikiki.com/ProductImages/20162/9/2955126/V1/M_20162-7KH219Z8-JH9_A.jpg"
"[""Erkek"",""Hırka ve Kazak""]","Fermuarlı Hırka","http://akcdn3.lcwaikiki.com/ProductImages/20162/1/2528090/M_20162-6K1263Z8-5L1_A.jpg"
"[""Erkek Bebek"",""Eşofman""]","Erkek Bebek Eşofman Altı","https://akcdn1.lcwaikiki.com/ProductImages/20172/5/2697992/M_20172-7K0268Z1-NK3_A.jpg"
"[""Erkek Çocuk"",""Gömlek""]","Kısa Kollu Poplin Gömlek","http://static.lcwaikiki.com/ProductImages/20181/4/2989821/M_20181-8S0955Z4-HEU_A.jpg"
"[""Erkek Bebek"",""Tişört ve Atlet""]","Erkek Bebek Yazı Baskılı Tişört","http://static.lcwaikiki.com/ProductImages/20172/5/2697785/M_20172-7K0254Z1-JCH_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Bisiklet Yaka Kazak","http://akcdn2.lcwaikiki.com/ProductImages/20172/2/3155899/M_20172-7KC018Z8-CVL_A.jpg"
"[""Kız Bebek"",""Sweatshirt""]","Kız Bebek Püskül Detaylı Sweatshirt","http://static.lcwaikiki.com/ProductImages/20181/5/3167977/M_20181-8SK861Z1-GCL_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Çiçek Desenli Tişört","http://static.lcwaikiki.com/ProductImages/20181/2/3049198/M_20181-8S3881Z8-E1J_A.jpg"
"[""Erkek"",""Sweatshirt""]","Şal Yaka Sweatshirt","http://akstatic.lcwaikiki.com/ProductImages/20172/1/2927517/M_20172-7K9160Z8-HJK_A.jpg"
"[""Kadın"",""Ayakkabı ve Terlik""]","Parlak Detaylı Spor Ayakkabı","http://akstatic.lcwaikiki.com/ProductImages/20181/2/3041173/M_20181-8S3099Z8-DMQ_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Viskon Gömlek","http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3177408/M_20181-8SA900Z8-5RA_A.jpg"
"[""Genç Kız"",""Hırka ve Kazak""]","Tüylü Kazak","http://akcdn2.lcwaikiki.com/ProductImages/20172/3/3041658/V1/M_20172-7KK019Z8-HLE_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","Yazı Baskılı Tişört","http://static.lcwaikiki.com/ProductImages/20181/2/3166376/M_20181-8SK568Z8-CVD_A.jpg"
"[""Erkek Bebek"",""Eşofman""]","Erkek Bebek Eşofman Altı 2'li","http://akcdn3.lcwaikiki.com/ProductImages/20172/5/2698278/M_20172-7K0334Z1-NK3_A.jpg"
"[""Erkek Bebek"",""Hırka ve Kazak""]","Erkek Bebek Kapitone Yelek","http://akcdn3.lcwaikiki.com/ProductImages/20172/5/2912409/M_20172-7K7194Z1-DJK_A.jpg"
"[""Yatak Odasi"","""",""Nevresim""]","Nevresim Seti - 7KH305Z8","http://akstatic.lcwaikiki.com/ProductImages/20162/9/2956293/M_20162-7KH305Z8-681_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","[""Tisort - 8S7427Z8"",""Pantolon - 8S1475Z8"",""Esofman Alti - 8SI383Z8"",""Esofman Alti - 8SI383Z8""]","[""http://static.lcwaikiki.com/ProductImages/20181/2/3109484/S_20181-8S7427Z8-674_A.jpg"",""http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3008033/S_20181-8S1475Z8-563_A.jpg"",""http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3150806/S_20181-8SI383Z8-CVL_A.jpg"",""http://akcdn2.lcwaikiki.com/ProductImages/20181/2/3150806/S_20181-8SI383Z8-DCE_A.jpg""]"
"[""Kadın"",""Spor Giyim""]","Spor Atlet","http://akcdn3.lcwaikiki.com/ProductImages/20172/2/3010795/V2/M_20172-7KI939Z8-A3U_5.jpg"
"[""Banyo"",""Havlu""]","Yüz Havlusu","https://akcdn1.lcwaikiki.com/ProductImages/20162/7/3092415/M_20162-7KA315Z8-J5E_A.jpg"
"[""Kadın"",""Sweatshirt""]","Fermuarlı Sweatshirt","http://akcdn2.lcwaikiki.com/ProductImages/20172/2/2937992/M_20172-7KG939Z8-J5E_5.jpg"
"[""Kadın"",""Hamile Giyim""]","Boru Paça Hamile Pantolon","http://akcdn2.lcwaikiki.com/ProductImages/20181/2/2957621/M_20181-8S0527Z8-CT8_A.jpg"
"[""Erkek Bebek"",""Tulum"",""Erkek Bebek"",""Yenidoğan"",""Erkek Bebek"",""Tulum""]","[""Tulum - 8S3333Z1"",""Takim - 7K5094Z1"",""Takim 2'li - 8S2371Z1"",""Hediye Seti - 7K5121Z1""]","["""",""http://akcdn3.lcwaikiki.com/ProductImages/20172/5/2828272/S_20172-7K5094Z1-JPV_A.jpg"",""http://akcdn2.lcwaikiki.com/ProductImages/20181/5/3025775/S_20181-8S2371Z1-FKG_A.jpg"",""http://akcdn3.lcwaikiki.com/ProductImages/20172/5/2829588/S_20172-7K5121Z1-HJM_A.jpg""]"
"[""Kadın"",""Ayakkabı ve Terlik""]","Parlak Görünümlü Spor Ayakkabı","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3041107/M_20181-8S3083Z8-G8Z_A.jpg"
"[""Erkek Çocuk"",""Spor Giyim""]","Eşofman Altı","http://akcdn2.lcwaikiki.com/ProductImages/20172/4/2757953/M_20172-7K2990Z4-HHQ_A.jpg"
"[""Erkek Bebek"",""Tişört ve Atlet""]","Erkek Bebek Resim Baskılı Tişört","http://akcdn3.lcwaikiki.com/ProductImages/20172/5/2921186/M_20172-7K8249Z1-GE3_A.jpg"
"[""Yatak Odası"",""Yastık Kılıfı""]","Yastık Kılıfı 2'li","http://akcdn2.lcwaikiki.com/ProductImages/20162/9/2957706/M_20162-7KH489Z8-DSL_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Bisiklet Yaka Kazak","http://akcdn2.lcwaikiki.com/ProductImages/20162/2/2523020/M_20162-6K0791Z8-E0N_A.jpg"
"[""Kadın"",""Elbise""]","Kemerli Maksi Elbise","http://akcdn2.lcwaikiki.com/ProductImages/20172/2/2937952/M_20172-7KG926Z8-949_A.jpg"
"[""Bebek & Çocuk"",""Yastık Kılıfı""]","Frozen Yastık Kılıfı 2'li","https://akcdn1.lcwaikiki.com/ProductImages/20162/10/3013496/M_20162-7KJ048Z4-679_B.jpg"
"[""Kadın"",""İç Giyim ve Pijama""]","Minnie Mickey Mouse Baskılı Puantiyeli Sabahlık","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3173083/M_20181-8SA447Z8-702_C.jpg"
"[""Kadın"",""Elbise""]","Kolları Volanlı Mini Elbise","http://akcdn3.lcwaikiki.com/ProductImages/20172/2/3074065/M_20172-7KA097Z8-CSG_B.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Yakası İşleme Detaylı Bluz","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/2955014/M_20181-8S0427Z8-GSM_A.jpg"
"[""Kadın"",""Hırka ve Kazak""]","Kol Ucu Düğme Detaylı V Yaka Kazak","http://akstatic.lcwaikiki.com/ProductImages/20172/2/3046895/M_20172-7KK131Z8-E0N_A.jpg"
"[""Erkek"",""Erkek"",""Gomlek""]","Gomlek - 8S8632Z8","https://akcdn1.lcwaikiki.com/ProductImages/20181/1/3117553/M_20181-8S8632Z8-CRJ_Z.jpg"
"[""Kadin"",""Kadin"",""Tunik""]","Tunik - 8SK450Z8","http://akstatic.lcwaikiki.com/ProductImages/20181/2/3165781/M_20181-8SK450Z8-CVL_C.jpg"
"[""Kadin"",""Kadin"",""Gomlek ve Bluz""]","Gomlek - 8S1401Z8","http://akcdn2.lcwaikiki.com/ProductImages/20181/2/3005335/M_20181-8S1401Z8-031_A.jpg"
"[""Yatak Odası"",""Nevresim""]","Çift Kişilik Çift Taraflı Nevresim Takımı","http://akcdn2.lcwaikiki.com/ProductImages/20162/9/3049393/M_20162-7KK383Z8-F9C_A.jpg"
"[""Kadin"",""Kadin"",""Ic Giyim ve Pijama""]","Pijama Takim - 8S8087Z8","http://akcdn2.lcwaikiki.com/ProductImages/20181/2/3113651/M_20181-8S8087Z8-LEN_B.jpg"
"[""Kız Bebek"",""Tişört, Body ve Atlet""]","Kız Bebek Baskılı Tişört 2'li","http://akstatic.lcwaikiki.com/ProductImages/20181/5/3054560/M_20181-8S4637Z1-FTG_A.jpg"
"[""Erkek"",""Hırka ve Kazak""]","Fermuarlı Kalın Hırka","http://akstatic.lcwaikiki.com/ProductImages/20172/1/2847863/M_20172-7K5452Z8-DFK_A.jpg"
"[""Kadın"",""Tişört, Body ve Atlet""]","V Yaka Çizgili Tişört","http://static.lcwaikiki.com/ProductImages/20181/2/3055407/M_20181-8S4787Z8-448_A.jpg"
"[""Erkek"",""Kaban ve Mont""]","Çift Taraflı İnce Mont","http://akcdn3.lcwaikiki.com/ProductImages/20181/1/2937207/M_20181-8S0345Z8-K2N_A.jpg"
"[""Erkek Çocuk"",""Aksesuar""]","Düz Patik Çorap 5'li","http://akcdn2.lcwaikiki.com/ProductImages/20172/4/2902837/M_20172-7K6770Z4-K00_A.jpg"
"[""Kadın"",""Tunik""]","Gömlek Yaka Tunik","http://static.lcwaikiki.com/ProductImages/20181/2/3010830/M_20181-8S1655Z8-E1J_A.jpg"
"[""Kız Çocuk"",""Ayakkabı ve Terlik""]","Parmak Arası Terlik","http://akstatic.lcwaikiki.com/ProductImages/20181/4/3052072/M_20181-8S4342Z4-LRC_A.jpg"
"[""Kadın"",""Hamile Giyim""]","2'li Hamile Tişört","https://akcdn1.lcwaikiki.com/ProductImages/20181/2/3080579/M_20181-8S5733Z8-CVL_A.jpg"
"[""Erkek Bebek"",""Aksesuar""]","Erkek Bebek Siyah Külotlu Çorap","http://akstatic.lcwaikiki.com/ProductImages/20172/5/3009217/M_20172-7KI741Z1-CVL_A.jpg"
"[""Kadın"",""Gömlek ve Bluz""]","Kolları Volanlı Işıltılı Bluz","http://static.lcwaikiki.com/ProductImages/20181/2/3010265/M_20181-8S1593Z8-KCW_A.jpg"
"[""Erkek Çocuk"",""Tişört ve Atlet""]","Çift Yönlü Payetli Tişört","http://akcdn2.lcwaikiki.com/ProductImages/20181/4/3073401/M_20181-8S5556Z4-670_A.jpg"
"[""Kadin"",""Kadin"",""Hirka ve Kazak""]","Kazak - 7K7906Z8","http://akstatic.lcwaikiki.com/ProductImages/20172/2/2916902/M_20172-7K7906Z8-HQW_A.jpg"
"[""Erkek Çocuk"",""Jean""]","Slim Jean Pantolon","http://akcdn3.lcwaikiki.com/ProductImages/20172/4/2812258/V1/M_20172-7K4628Z4-341_5.jpg"
"[""Cocuk"",""Erkek Cocuk"",""Sweatshirt""]","Sweatshirt - 7KJ166Z4","https://akcdn1.lcwaikiki.com/ProductImages/20172/4/3014509/M_20172-7KJ166Z4-355_A.jpg"
"[""Kadın"",""Pantolon""]","Süper Esnek Pantolon","http://akstatic.lcwaikiki.com/ProductImages/20181/2/3010862/V1/M_20181-8S1663Z8-CVL_A.jpg"
"[""Erkek Bebek"",""Gömlek""]","Erkek Bebek Hakim Yaka Gömlek","http://akstatic.lcwaikiki.com/ProductImages/20172/5/2915092/M_20172-7K7555Z1-KR2_A.jpg"
"[""Kadın"",""Jean""]","Bilek Boy Skinny Jean Pantolon","http://static.lcwaikiki.com/ProductImages/20181/2/3115101/M_20181-8S8426Z8-311_A.jpg"
"[""Kadın"",""Tunik""]","Cep Detaylı Çıtçıtlı Tunik","http://akcdn3.lcwaikiki.com/ProductImages/20181/2/3171341/V1/M_20181-8SA158Z8-CVL_5.jpg"
"[""Kız Bebek"",""Hırka ve Kazak""]","Kız Bebek Triko Hırka","http://akcdn2.lcwaikiki.com/ProductImages/20172/5/2679844/M_20172-7K0030Z1-EEW_A.jpg"
"[""Erkek Bebek"",""Hırka ve Kazak""]","Erkek Bebek Fermuarlı Triko Hırka","http://akcdn2.lcwaikiki.com/ProductImages/20181/5/2957023/M_20181-8S0511Z1-490_A.jpg"
"[""""]","Yelek - 8S5662Z4","http://akcdn2.lcwaikiki.com/ProductImages/20181/4/3074094/S_20181-8S5662Z4-490_A.jpg"
"[""Erkek Bebek"",""Yenidoğan""]","Erkek Bebek Pantolon 2'li","https://akcdn1.lcwaikiki.com/ProductImages/20181/5/3039790/M_20181-8S3001Z1-HFG_A.jpg"
"[""Mutfak"",""Masa Örtüsü""]","Kalp Desenli Runner","http://akcdn2.lcwaikiki.com/ProductImages/20162/6/3207341/M_20162-8SD098Z8-CSG_A.jpg"
"[""Erkek"",""Kaban ve Mont""]","Kapüşonlu İnce Mont","http://static.lcwaikiki.com/ProductImages/20181/1/2937770/M_20181-8S0355Z8-K0L_A.jpg"
"[""Kız Çocuk"",""Aksesuar""]","Püskül Detaylı Fular","http://akstatic.lcwaikiki.com/ProductImages/20181/4/3130592/M_20181-8SG209Z4-671_A.jpg"
"[""Cocuk"",""Kiz Cocuk"",""Pantolon""]","Pantolon - 8S4252Z4","https://akcdn1.lcwaikiki.com/ProductImages/20181/4/3051670/V1/M_20181-8S4252Z4-GYA_5.jpg"
"[""Erkek Bebek"",""Aksesuar""]","Erkek Bebek Baskılı Üçgen Mama Önlüğü 2'li","http://akcdn2.lcwaikiki.com/ProductImages/20181/5/3049985/M_20181-8S4040Z1-CVL_A.jpg"
"[""Kız Bebek"",""Ayakkabı ve Terlik""]","Kız Bebek Spor Ayakkabı","http://akcdn3.lcwaikiki.com/ProductImages/20181/5/3000393/M_20181-8S1163Z1-EEN_A.jpg"
"[""Genc"",""Genc Kiz"",""Ic Giyim ve Pijama""]","Takim - 7KI725Z8","http://akstatic.lcwaikiki.com/ProductImages/20172/3/3009156/V1/M_20172-7KI725Z8-355_A.jpg"
"[""Erkek"",""Spor Giyim""]","Spor Şort","http://akstatic.lcwaikiki.com/ProductImages/20162/1/2603081/M_20162-6K8584Z8-5LZ_A.jpg"
"[""Kız Çocuk"",""Elbise""]","Çiçek Desenli Elbise","http://akcdn3.lcwaikiki.com/ProductImages/20181/4/3005005/M_20181-8S1311Z4-713_A.jpg"
"[""Erkek"",""Kaban ve Mont""]","Kanvas İnce Mont","https://akcdn1.lcwaikiki.com/ProductImages/20181/1/2925379/M_20181-8S0131Z8-JWN_A.jpg"
"[""Kadın"",""Kaban, Mont ve Trençkot""]","Trençkot","http://static.lcwaikiki.com/ProductImages/20181/2/2964558/M_20181-8S0612Z8-CUL_A.jpg"
"[""Kadın"",""Spor Giyim""]","İkili Spor Atlet ","http://akstatic.lcwaikiki.com/ProductImages/20181/2/3119009/M_20181-8S8783Z8-CVL_A.jpg"
"[""Erkek Çocuk"",""Spor Giyim""]","[""Tisort - 7KB925Z1"",""Esofman Alti - 8SG627Z4"",""Tisort - 8S0995Z4""]","[""http://akcdn2.lcwaikiki.com/ProductImages/20172/5/3149390/S_20172-7KB925Z1-E5X_A.jpg"",""http://akcdn3.lcwaikiki.com/ProductImages/20181/4/3133707/S_20181-8SG627Z4-702_A.jpg"",""http://akcdn3.lcwaikiki.com/ProductImages/20181/4/2992894/S_20181-8S0995Z4-031_A.jpg""]"
"[""Kız Bebek"",""Jean""]","Kız Bebek Bol Kesim Jean Pantolon","https://akcdn1.lcwaikiki.com/ProductImages/20181/5/3090406/M_20181-8S6009Z1-311_A.jpg"
"[""Kadın"",""Ceket ve Yelek""]","Jean Ceket","http://akstatic.lcwaikiki.com/ProductImages/20172/2/2872524/M_20172-7K6239Z8-309_Z.jpg"
